<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTSX.BTC/USD;60;20210222;230000;53231.5500000;53750.0000000;52958.2500000;53641.9300000;182
BTSX.BTC/USD;60;20210223;0;53631.6900000;54408.8000000;53506.8800000;53889.5500000;577
BTSX.BTC/USD;60;20210223;10000;53889.5500000;54998.3500000;53740.0000000;54950.5800000;321
BTSX.BTC/USD;60;20210223;20000;54950.5800000;55046.0200000;53875.3100000;54115.3800000;155
BTSX.BTC/USD;60;20210223;30000;54142.5200000;54419.3500000;53314.0000000;54173.6500000;102
BTSX.BTC/USD;60;20210223;40000;54173.6400000;54196.5800000;53100.0000000;53476.6200000;155
BTSX.BTC/USD;60;20210223;50000;53476.3200000;53958.4100000;52294.8300000;52546.1500000;149
BTSX.BTC/USD;60;20210223;60000;52527.1500000;52887.9900000;50848.0800000;51194.9300000;482
BTSX.BTC/USD;60;20210223;70000;51200.4400000;52457.6000000;51113.4200000;51836.1700000;374
BTSX.BTC/USD;60;20210223;80000;51836.1700000;52311.5300000;49570.4400000;50746.2900000;512
BTSX.BTC/USD;60;20210223;90000;50736.2200000;50736.2200000;48575.6800000;49954.3900000;662
BTSX.BTC/USD;60;20210223;100000;49916.1700000;51259.2700000;49323.1000000;49596.2600000;502
BTSX.BTC/USD;60;20210223;110000;49529.2900000;50509.3300000;49294.5900000;49666.0000000;208
BTSX.BTC/USD;60;20210223;120000;49651.7300000;49957.0400000;46500.0000000;46522.8700000;1343
BTSX.BTC/USD;60;20210223;130000;46500.0000000;48747.9000000;45000.0000000;48078.8700000;1384
BTSX.BTC/USD;60;20210223;140000;48064.7200000;49209.2800000;46521.0000000;47500.0000000;558
BTSX.BTC/USD;60;20210223;150000;47523.7000000;48257.1400000;44845.7200000;46388.2200000;951
BTSX.BTC/USD;60;20210223;160000;46330.0000000;49449.9300000;45795.0000000;48670.3400000;826
BTSX.BTC/USD;60;20210223;170000;48671.0200000;49582.3400000;48050.4000000;48778.1900000;507
BTSX.BTC/USD;60;20210223;180000;48800.0000000;49120.0000000;45840.0100000;46921.8200000;604
BTSX.BTC/USD;60;20210223;190000;46951.5900000;49337.7100000;46596.4900000;48568.0000000;467
BTSX.BTC/USD;60;20210223;200000;48656.2000000;49224.0000000;47147.4900000;47264.3800000;429
BTSX.BTC/USD;60;20210223;210000;47296.2600000;48143.9500000;46800.1200000;47116.3700000;418
BTSX.BTC/USD;60;20210223;220000;47080.4600000;47711.0000000;46459.3700000;46864.9100000;285
BTSX.BTC/USD;60;20210223;230000;46811.1200000;47257.9100000;45446.2500000;45503.1000000;333
BTSX.BTC/USD;60;20210224;0;45482.8000000;47874.9700000;45210.0000000;47846.5700000;258
BTSX.BTC/USD;60;20210224;10000;47857.3200000;48549.4600000;47433.0900000;47993.2900000;197
BTSX.BTC/USD;60;20210224;20000;48025.3000000;48731.7100000;47778.9100000;48700.0000000;89
BTSX.BTC/USD;60;20210224;30000;48553.5000000;48927.3200000;48212.5400000;48887.9300000;146
BTSX.BTC/USD;60;20210224;40000;48927.3300000;49098.8800000;47000.0000000;48517.9300000;172
BTSX.BTC/USD;60;20210224;50000;48476.9400000;50232.0000000;48425.2000000;50206.7400000;369
BTSX.BTC/USD;60;20210224;60000;50224.2200000;50820.1600000;49815.2600000;50202.8300000;296
BTSX.BTC/USD;60;20210224;70000;50190.1200000;51000.0000000;50090.0000000;50939.9500000;207
BTSX.BTC/USD;60;20210224;80000;50937.5100000;51459.5100000;50342.2600000;50650.5400000;240
BTSX.BTC/USD;60;20210224;90000;50665.3400000;51039.0000000;50000.0000000;50245.6400000;188
BTSX.BTC/USD;60;20210224;100000;50261.1500000;50710.3100000;49443.4100000;50109.1400000;198
BTSX.BTC/USD;60;20210224;110000;50095.3600000;50350.2900000;49531.4100000;50060.6400000;73
BTSX.BTC/USD;60;20210224;120000;50100.0000000;51089.7200000;49812.0000000;50700.1400000;320
BTSX.BTC/USD;60;20210224;130000;50687.7200000;51443.4700000;50387.2200000;50889.2600000;285
BTSX.BTC/USD;60;20210224;140000;50923.4800000;51051.0000000;50096.9800000;50115.0300000;244
BTSX.BTC/USD;60;20210224;150000;50127.9600000;50920.9700000;50127.3900000;50381.6500000;119
BTSX.BTC/USD;60;20210224;160000;50408.2600000;51310.9900000;50364.2900000;50709.4300000;209
BTSX.BTC/USD;60;20210224;170000;50745.9200000;51100.0000000;49050.0000000;49494.8600000;479
BTSX.BTC/USD;60;20210224;180000;49519.1000000;49787.0200000;48729.3600000;49432.7600000;372
BTSX.BTC/USD;60;20210224;190000;49430.4100000;49884.5200000;48488.5100000;49839.8600000;192
BTSX.BTC/USD;60;20210224;200000;49847.5400000;50155.0000000;49328.5300000;49371.5200000;126
BTSX.BTC/USD;60;20210224;210000;49368.7800000;50099.9100000;49354.0100000;50095.8300000;48
BTSX.BTC/USD;60;20210224;220000;50091.9700000;50091.9700000;49545.5500000;49618.4000000;68
BTSX.BTC/USD;60;20210224;230000;49623.3300000;49748.4000000;48850.2300000;48991.6800000;90
BTSX.BTC/USD;60;20210225;0;48971.5900000;49293.5500000;48615.5500000;49152.2800000;112
BTSX.BTC/USD;60;20210225;10000;49152.2800000;49191.2800000;48130.0000000;48786.9500000;172
BTSX.BTC/USD;60;20210225;20000;48768.5400000;48995.2000000;48050.0000000;48843.1700000;55
BTSX.BTC/USD;60;20210225;30000;48831.8100000;49789.4100000;48798.6100000;49754.0000000;162
BTSX.BTC/USD;60;20210225;40000;49715.1300000;50882.0800000;49585.8200000;50546.4600000;167
BTSX.BTC/USD;60;20210225;50000;50543.3500000;50918.3400000;50359.7500000;50520.8200000;41
BTSX.BTC/USD;60;20210225;60000;50462.0200000;50857.5000000;50432.6900000;50691.4900000;108
BTSX.BTC/USD;60;20210225;70000;50676.6400000;50689.4200000;50101.0000000;50297.1900000;52
BTSX.BTC/USD;60;20210225;80000;50247.5900000;50406.7600000;49614.2000000;49674.1600000;99
BTSX.BTC/USD;60;20210225;90000;49699.7900000;50464.7400000;49557.2500000;50428.5200000;60
BTSX.BTC/USD;60;20210225;100000;50433.2700000;50638.4700000;50278.1100000;50495.9000000;67
BTSX.BTC/USD;60;20210225;110000;50502.8300000;50645.4000000;50162.9300000;50444.8400000;64
BTSX.BTC/USD;60;20210225;120000;50455.2200000;50574.0800000;49600.0000000;49745.6400000;137
BTSX.BTC/USD;60;20210225;130000;49757.0300000;49904.5300000;48656.2500000;49009.6000000;273
BTSX.BTC/USD;60;20210225;140000;49032.8500000;49802.3000000;48861.1900000;49630.0900000;148
BTSX.BTC/USD;60;20210225;150000;49613.6100000;50445.0000000;49613.6100000;50313.1100000;119
BTSX.BTC/USD;60;20210225;160000;50367.4700000;51552.8400000;50125.4000000;51531.4300000;201
BTSX.BTC/USD;60;20210225;170000;51531.4300000;52079.1600000;51100.1000000;51367.2600000;465
BTSX.BTC/USD;60;20210225;180000;51439.0000000;51549.7500000;50643.5100000;50888.9700000;172
BTSX.BTC/USD;60;20210225;190000;50807.2400000;51395.3800000;50500.0000000;50849.4700000;104
BTSX.BTC/USD;60;20210225;200000;50871.1100000;51377.2900000;50585.1200000;50648.5700000;114
BTSX.BTC/USD;60;20210225;210000;50641.8400000;50648.5700000;49313.6200000;49545.4700000;165
BTSX.BTC/USD;60;20210225;220000;49547.6000000;50063.8200000;49250.0000000;49601.2500000;111
BTSX.BTC/USD;60;20210225;230000;49537.4700000;50000.0000000;49284.4800000;49475.2600000;91
BTSX.BTC/USD;60;20210226;0;49450.0000000;49531.1400000;48515.7800000;49150.0000000;382
BTSX.BTC/USD;60;20210226;10000;49147.5500000;49300.0000000;48030.0000000;48032.4100000;355
BTSX.BTC/USD;60;20210226;20000;48000.0000000;48851.1300000;47433.4400000;48202.3800000;264
BTSX.BTC/USD;60;20210226;30000;48183.6200000;48437.3100000;46723.0000000;47088.5800000;248
BTSX.BTC/USD;60;20210226;40000;47070.1800000;47610.6800000;46000.0000000;46839.0000000;300
BTSX.BTC/USD;60;20210226;50000;46844.1300000;47552.1600000;46247.3100000;46372.1600000;161
BTSX.BTC/USD;60;20210226;60000;46502.5300000;47784.0000000;46128.8600000;47363.9400000;164
BTSX.BTC/USD;60;20210226;70000;47325.0000000;47649.0000000;46740.0300000;47357.1300000;66
BTSX.BTC/USD;60;20210226;80000;47351.3200000;47791.4200000;46830.0000000;47006.3300000;61
BTSX.BTC/USD;60;20210226;90000;47047.1900000;47205.0000000;45510.0000000;45536.5100000;203
BTSX.BTC/USD;60;20210226;100000;45505.1100000;46493.8800000;45505.1100000;46080.9700000;158
BTSX.BTC/USD;60;20210226;110000;46109.4800000;46416.1600000;44151.9700000;44928.3600000;511
BTSX.BTC/USD;60;20210226;120000;44938.8300000;45963.5500000;44906.0400000;45678.0800000;307
BTSX.BTC/USD;60;20210226;130000;45713.0400000;46627.8600000;45332.3800000;46426.4800000;157
BTSX.BTC/USD;60;20210226;140000;46426.4800000;46917.0500000;46142.3700000;46733.1000000;94
BTSX.BTC/USD;60;20210226;150000;46685.2900000;46847.0200000;45687.7600000;46432.4700000;163
BTSX.BTC/USD;60;20210226;160000;46432.8500000;47275.8800000;46277.2200000;46817.0100000;243
BTSX.BTC/USD;60;20210226;170000;46836.4800000;46984.8700000;45832.5200000;45907.9000000;177
BTSX.BTC/USD;60;20210226;180000;45917.4200000;47450.0000000;45840.6500000;46900.0000000;344
BTSX.BTC/USD;60;20210226;190000;46902.4800000;47878.9100000;46350.0000000;47651.7200000;385
BTSX.BTC/USD;60;20210226;200000;47625.0800000;48257.0800000;47481.6000000;48129.8900000;150
BTSX.BTC/USD;60;20210226;210000;48153.6700000;48476.6200000;47569.9900000;47675.0200000;114
BTSX.BTC/USD;60;20210226;220000;47706.0500000;47896.5600000;47239.6100000;47309.1700000;170
BTSX.BTC/USD;60;20210226;230000;47309.1700000;47452.8300000;46600.0000000;46900.0000000;247
BTSX.BTC/USD;60;20210227;0;46900.0000000;47091.3000000;46049.8200000;46239.5000000;141
BTSX.BTC/USD;60;20210227;10000;46239.5000000;46865.0000000;45500.0100000;45680.1900000;119
BTSX.BTC/USD;60;20210227;20000;45747.2900000;45988.8700000;45055.1500000;45519.3600000;223
BTSX.BTC/USD;60;20210227;30000;45508.1100000;46465.0000000;45427.7700000;46314.8300000;55
BTSX.BTC/USD;60;20210227;40000;46324.1500000;47576.4600000;46200.0000000;47539.1100000;91
BTSX.BTC/USD;60;20210227;50000;47554.1200000;47941.8100000;47364.1200000;47755.4300000;77
BTSX.BTC/USD;60;20210227;60000;47746.1400000;48023.2700000;47197.4000000;47350.1500000;72
BTSX.BTC/USD;60;20210227;70000;47343.7000000;47911.9800000;47228.3600000;47424.1200000;38
BTSX.BTC/USD;60;20210227;80000;47444.7100000;47900.0000000;47282.2400000;47669.5800000;21
BTSX.BTC/USD;60;20210227;90000;47656.7200000;47930.1400000;47438.8300000;47803.6800000;19
BTSX.BTC/USD;60;20210227;100000;47829.0000000;48365.3100000;47526.5600000;47526.5600000;26
BTSX.BTC/USD;60;20210227;110000;47529.0500000;47599.1000000;46889.2600000;47190.0000000;81
BTSX.BTC/USD;60;20210227;120000;47184.3900000;47288.0400000;46384.6500000;46613.8400000;52
BTSX.BTC/USD;60;20210227;130000;46527.3800000;46822.1200000;46238.3100000;46681.1500000;51
BTSX.BTC/USD;60;20210227;140000;46615.8200000;47091.4000000;46615.8200000;46783.6500000;45
BTSX.BTC/USD;60;20210227;150000;46830.0000000;47649.0000000;46733.7700000;47305.3300000;27
BTSX.BTC/USD;60;20210227;160000;47293.0500000;47827.4400000;46757.1900000;47420.6900000;93
BTSX.BTC/USD;60;20210227;170000;47471.1800000;47719.4300000;47100.0000000;47471.8300000;21
BTSX.BTC/USD;60;20210227;180000;47455.7100000;47637.4100000;46864.9600000;47099.9300000;32
BTSX.BTC/USD;60;20210227;190000;47073.9600000;47383.0800000;46370.8400000;46582.3600000;49
BTSX.BTC/USD;60;20210227;200000;46586.1800000;46982.9700000;46314.0000000;46925.2100000;23
BTSX.BTC/USD;60;20210227;210000;46914.5600000;47216.7000000;46765.1300000;47097.4000000;61
BTSX.BTC/USD;60;20210227;220000;47097.4000000;47351.3900000;46932.2800000;47167.7700000;46
BTSX.BTC/USD;60;20210227;230000;47152.0000000;47493.7300000;47080.8000000;47454.9100000;59
BTSX.BTC/USD;60;20210228;0;47461.8900000;47575.1700000;46920.1000000;47121.5200000;19
BTSX.BTC/USD;60;20210228;10000;47096.6900000;47196.3300000;46584.4900000;46850.8600000;19
BTSX.BTC/USD;60;20210228;20000;46812.2600000;46872.4900000;45801.2500000;45890.4900000;83
BTSX.BTC/USD;60;20210228;30000;45858.8100000;46548.8600000;45050.0000000;46109.9800000;220
BTSX.BTC/USD;60;20210228;40000;46142.1000000;46659.8800000;45655.7200000;46412.5400000;52
BTSX.BTC/USD;60;20210228;50000;46403.1500000;46615.4000000;46131.7300000;46510.6600000;33
BTSX.BTC/USD;60;20210228;60000;46480.0800000;46540.1200000;45286.0000000;45440.2700000;46
BTSX.BTC/USD;60;20210228;70000;45425.7000000;45720.5400000;44501.0000000;44705.9900000;209
BTSX.BTC/USD;60;20210228;80000;44625.0000000;45166.0600000;44123.0000000;44395.0200000;172
BTSX.BTC/USD;60;20210228;90000;44394.7400000;45579.0000000;44221.5600000;44803.7900000;238
BTSX.BTC/USD;60;20210228;100000;44789.2200000;44985.5000000;43782.8600000;44402.4100000;495
BTSX.BTC/USD;60;20210228;110000;44395.1900000;44779.0000000;44126.8500000;44429.4500000;93
BTSX.BTC/USD;60;20210228;120000;44406.2100000;45320.1900000;44400.0000000;44893.5800000;120
BTSX.BTC/USD;60;20210228;130000;44880.7400000;45523.6100000;44715.0000000;45101.0000000;137
BTSX.BTC/USD;60;20210228;140000;45108.9200000;45535.6400000;44813.8800000;45212.0600000;64
BTSX.BTC/USD;60;20210228;150000;45230.4500000;45522.7600000;45030.0000000;45285.3500000;27
BTSX.BTC/USD;60;20210228;160000;45335.0400000;45508.8000000;44550.1500000;44776.6500000;44
BTSX.BTC/USD;60;20210228;170000;44789.3400000;44912.1300000;44171.9900000;44206.2900000;70
BTSX.BTC/USD;60;20210228;180000;44164.4300000;44631.1000000;43612.0000000;44584.9800000;326
BTSX.BTC/USD;60;20210228;190000;44574.8100000;44621.9100000;43189.0000000;43418.0200000;211
BTSX.BTC/USD;60;20210228;200000;43356.6300000;43966.7200000;43021.0000000;43597.7300000;201
BTSX.BTC/USD;60;20210228;210000;43582.7100000;43997.0000000;43122.0000000;43165.7800000;135
BTSX.BTC/USD;60;20210228;220000;43128.4800000;43814.7400000;43100.0000000;43724.7500000;234
BTSX.BTC/USD;60;20210228;230000;43741.5400000;44610.3100000;43500.0000000;44504.9900000;344
BTSX.BTC/USD;60;20210301;0;44507.8900000;45064.7000000;44177.4100000;44956.3600000;78
BTSX.BTC/USD;60;20210301;10000;44963.8200000;45483.7500000;44936.3000000;45254.6100000;269
BTSX.BTC/USD;60;20210301;20000;45254.6000000;45437.7900000;44881.2500000;45265.4800000;66
BTSX.BTC/USD;60;20210301;30000;45269.4400000;46000.0000000;44932.9400000;45240.9600000;251
BTSX.BTC/USD;60;20210301;40000;45261.5600000;46678.6000000;45020.2500000;46355.3100000;236
BTSX.BTC/USD;60;20210301;50000;46319.7800000;46576.4300000;45949.1600000;46268.6700000;78
BTSX.BTC/USD;60;20210301;60000;46268.7700000;46875.1800000;46216.5800000;46524.7100000;89
BTSX.BTC/USD;60;20210301;70000;46523.7800000;46610.7200000;46234.8400000;46380.0000000;115
BTSX.BTC/USD;60;20210301;80000;46409.8300000;46730.4000000;46014.0600000;46495.3700000;51
BTSX.BTC/USD;60;20210301;90000;46518.1600000;46536.7300000;46024.0800000;46247.0800000;137
BTSX.BTC/USD;60;20210301;100000;46247.2600000;46316.5000000;45680.1000000;45900.5900000;132
BTSX.BTC/USD;60;20210301;110000;45906.3600000;46473.3000000;45903.5600000;46322.6100000;65
BTSX.BTC/USD;60;20210301;120000;46324.4700000;47374.2400000;46321.5000000;47075.6700000;165
BTSX.BTC/USD;60;20210301;130000;47075.3800000;47567.7900000;47009.9300000;47411.6700000;339
BTSX.BTC/USD;60;20210301;140000;47432.1100000;47777.2700000;46979.3500000;47678.4900000;294
BTSX.BTC/USD;60;20210301;150000;47678.4900000;47982.3700000;47542.0700000;47859.4600000;171
BTSX.BTC/USD;60;20210301;160000;47812.8400000;48121.0000000;47504.8400000;48016.4900000;153
BTSX.BTC/USD;60;20210301;170000;48010.3600000;48521.0000000;47835.6700000;47903.1400000;243
BTSX.BTC/USD;60;20210301;180000;47901.8000000;48637.8400000;47707.4700000;48171.8400000;259
BTSX.BTC/USD;60;20210301;190000;48137.7900000;49440.1700000;48137.7900000;49302.8900000;747
BTSX.BTC/USD;60;20210301;200000;49293.5600000;49552.0000000;48625.1000000;49149.9100000;370
BTSX.BTC/USD;60;20210301;210000;49168.3200000;49286.1800000;48581.8500000;48622.8300000;259
BTSX.BTC/USD;60;20210301;220000;48635.0200000;48830.0300000;48273.3500000;48534.2600000;91
BTSX.BTC/USD;60;20210301;230000;48514.9700000;48761.4200000;48050.0000000;48299.4100000;229
BTSX.BTC/USD;60;20210302;0;48276.3400000;49000.0000000;47933.6300000;48588.5900000;291
BTSX.BTC/USD;60;20210302;10000;48588.2900000;48949.1400000;48423.3000000;48861.4800000;122
BTSX.BTC/USD;60;20210302;20000;48858.8300000;49361.4700000;48664.3100000;49177.1800000;48
BTSX.BTC/USD;60;20210302;30000;49168.1300000;49831.5200000;49129.8700000;49629.3300000;272
BTSX.BTC/USD;60;20210302;40000;49641.8900000;50250.0000000;49355.9600000;49477.9400000;229
BTSX.BTC/USD;60;20210302;50000;49438.0300000;49465.9300000;48740.1700000;49436.6900000;127
BTSX.BTC/USD;60;20210302;60000;49412.6100000;49833.3500000;49091.0100000;49314.4300000;28
BTSX.BTC/USD;60;20210302;70000;49340.2000000;49435.2000000;48859.5000000;49007.1000000;56
BTSX.BTC/USD;60;20210302;80000;49014.5800000;49262.3800000;48597.8800000;49191.2200000;146
BTSX.BTC/USD;60;20210302;90000;49184.2700000;49405.2500000;48700.0100000;48719.3300000;35
BTSX.BTC/USD;60;20210302;100000;48700.0000000;48881.7200000;48364.9200000;48689.5600000;82
BTSX.BTC/USD;60;20210302;110000;48685.9200000;48865.0800000;48353.7200000;48419.7800000;61
BTSX.BTC/USD;60;20210302;120000;48400.4600000;49250.0000000;48304.8300000;48873.4900000;53
BTSX.BTC/USD;60;20210302;130000;48931.4600000;49299.1800000;48910.8800000;49185.9700000;97
BTSX.BTC/USD;60;20210302;140000;49191.4500000;49308.6700000;48580.3000000;48742.0000000;53
BTSX.BTC/USD;60;20210302;150000;48759.7600000;49104.5900000;48586.4200000;48914.8100000;79
BTSX.BTC/USD;60;20210302;160000;48885.2100000;49170.1900000;48607.3700000;48866.9100000;82
BTSX.BTC/USD;60;20210302;170000;48873.0600000;49107.1800000;48770.1200000;49031.9300000;41
BTSX.BTC/USD;60;20210302;180000;49032.7800000;49734.7600000;48734.6900000;48900.0000000;160
BTSX.BTC/USD;60;20210302;190000;48900.0000000;49062.5700000;48412.3500000;48714.5800000;92
BTSX.BTC/USD;60;20210302;200000;48713.1500000;48762.4800000;47300.0000000;47538.4500000;373
BTSX.BTC/USD;60;20210302;210000;47528.8400000;48014.0800000;47234.0000000;47916.3500000;154
BTSX.BTC/USD;60;20210302;220000;47902.1500000;48082.5100000;47540.5000000;47695.1100000;114
BTSX.BTC/USD;60;20210302;230000;47688.4700000;47960.5000000;47150.0000000;47461.1100000;66
BTSX.BTC/USD;60;20210303;0;47441.5900000;47649.0000000;47069.5200000;47559.0800000;104
BTSX.BTC/USD;60;20210303;10000;47564.8900000;47873.2500000;47300.0000000;47451.1100000;44
BTSX.BTC/USD;60;20210303;20000;47450.9000000;47995.6000000;47380.8100000;47855.4400000;51
BTSX.BTC/USD;60;20210303;30000;47842.2500000;48532.0700000;47782.8500000;48516.3500000;72
BTSX.BTC/USD;60;20210303;40000;48438.0000000;48768.9000000;48168.4500000;48564.4100000;30
BTSX.BTC/USD;60;20210303;50000;48569.0300000;48907.8400000;48525.3500000;48891.9700000;17
BTSX.BTC/USD;60;20210303;60000;48909.0000000;48989.6300000;48569.7900000;48631.0000000;10
BTSX.BTC/USD;60;20210303;70000;48631.0000000;48878.2400000;48540.7500000;48739.1700000;40
BTSX.BTC/USD;60;20210303;80000;48732.3400000;49355.4300000;48704.2300000;49153.9500000;44
BTSX.BTC/USD;60;20210303;90000;49210.3100000;49488.1800000;48882.1800000;49115.1500000;33
BTSX.BTC/USD;60;20210303;100000;49115.1500000;49686.0800000;49115.1500000;49582.8100000;76
BTSX.BTC/USD;60;20210303;110000;49590.8200000;50000.0000000;49544.8700000;49800.4100000;86
BTSX.BTC/USD;60;20210303;120000;49822.2500000;51000.0000000;49822.2500000;50930.3800000;175
BTSX.BTC/USD;60;20210303;130000;50946.9000000;51528.5300000;50774.3300000;51520.2200000;178
BTSX.BTC/USD;60;20210303;140000;51486.6000000;51774.8900000;51268.0100000;51452.3900000;251
BTSX.BTC/USD;60;20210303;150000;51454.6800000;51800.0000000;51127.0700000;51689.0000000;269
BTSX.BTC/USD;60;20210303;160000;51662.7100000;52597.0000000;51386.8400000;52570.1300000;209
BTSX.BTC/USD;60;20210303;170000;52591.4600000;52652.8200000;51195.5100000;51549.4000000;300
BTSX.BTC/USD;60;20210303;180000;51549.4000000;51549.4000000;50600.0000000;50786.7300000;707
BTSX.BTC/USD;60;20210303;190000;50772.3500000;51156.6600000;50502.5400000;50786.3900000;156
BTSX.BTC/USD;60;20210303;200000;50843.4700000;51500.0000000;50843.4700000;51150.0000000;74
BTSX.BTC/USD;60;20210303;210000;51150.0000000;51500.0000000;50865.4700000;51355.5200000;158
BTSX.BTC/USD;60;20210303;220000;51357.2300000;51654.4200000;51154.2300000;51277.6600000;56
BTSX.BTC/USD;60;20210303;230000;51275.9000000;51281.9500000;50262.3200000;50874.6500000;170
BTSX.BTC/USD;60;20210304;0;50887.2400000;51195.5200000;50460.4900000;50520.2300000;65
BTSX.BTC/USD;60;20210304;10000;50556.9700000;51121.8000000;50290.2900000;50942.5800000;59
BTSX.BTC/USD;60;20210304;20000;50908.7300000;51352.6700000;50478.0400000;50600.0000000;63
BTSX.BTC/USD;60;20210304;30000;50600.0000000;51085.8600000;50351.3100000;50379.6800000;60
BTSX.BTC/USD;60;20210304;40000;50376.0500000;51169.6700000;49900.0000000;50929.6100000;69
BTSX.BTC/USD;60;20210304;50000;50918.6400000;51656.3300000;50730.4800000;51555.0000000;157
BTSX.BTC/USD;60;20210304;60000;51507.8700000;51817.5400000;50808.0000000;50808.0000000;44
BTSX.BTC/USD;60;20210304;70000;50808.0000000;51065.0100000;49400.0000000;49575.8700000;80
BTSX.BTC/USD;60;20210304;80000;49559.5600000;49836.5800000;49000.0000000;49038.2000000;173
BTSX.BTC/USD;60;20210304;90000;49073.7800000;49745.8000000;49056.8800000;49685.4600000;96
BTSX.BTC/USD;60;20210304;100000;49691.2600000;49899.0000000;49279.4500000;49425.5900000;35
