<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTSX.BTC/USD;60;20210901;110000;47356.3600000;47468.4200000;47098.9000000;47205.6300000;96
BTSX.BTC/USD;60;20210901;120000;47183.9800000;47426.3800000;47135.6700000;47375.1600000;18
BTSX.BTC/USD;60;20210901;130000;47399.9500000;47718.3400000;47331.7000000;47686.2300000;55
BTSX.BTC/USD;60;20210901;140000;47679.5200000;47780.9400000;47513.6000000;47541.7000000;40
BTSX.BTC/USD;60;20210901;150000;47568.2500000;47788.7400000;47538.6600000;47742.6400000;41
BTSX.BTC/USD;60;20210901;160000;47732.9600000;47868.5000000;47596.6000000;47716.8300000;34
BTSX.BTC/USD;60;20210901;170000;47748.7400000;47832.8600000;47360.0000000;47499.1900000;33
BTSX.BTC/USD;60;20210901;180000;47499.1900000;47683.3500000;47283.4100000;47307.3100000;37
BTSX.BTC/USD;60;20210901;190000;47306.9600000;47546.2600000;47284.3200000;47524.3600000;43
BTSX.BTC/USD;60;20210901;200000;47519.6000000;48614.9800000;47417.0400000;48488.5300000;73
BTSX.BTC/USD;60;20210901;210000;48493.5600000;49134.0000000;48342.6900000;48779.7300000;271
BTSX.BTC/USD;60;20210901;220000;48772.5200000;48936.7400000;48653.5100000;48675.4000000;33
BTSX.BTC/USD;60;20210901;230000;48675.3500000;48702.5100000;48057.5800000;48162.1300000;143
BTSX.BTC/USD;60;20210902;0;48150.0000000;48345.1700000;48122.7100000;48287.6200000;45
BTSX.BTC/USD;60;20210902;10000;48269.9900000;48536.7800000;48252.3700000;48453.7700000;35
BTSX.BTC/USD;60;20210902;20000;48460.8400000;48773.4100000;48303.0400000;48441.2500000;21
BTSX.BTC/USD;60;20210902;30000;48441.6900000;48899.6000000;48400.7200000;48853.4900000;39
BTSX.BTC/USD;60;20210902;40000;48830.9300000;49000.0000000;48625.0000000;48815.8300000;39
BTSX.BTC/USD;60;20210902;50000;48774.5500000;49837.3500000;48709.3200000;49734.0300000;125
BTSX.BTC/USD;60;20210902;60000;49734.0300000;49916.0600000;49600.0000000;49617.2200000;185
BTSX.BTC/USD;60;20210902;70000;49617.2200000;49722.6800000;49567.1700000;49567.1700000;48
BTSX.BTC/USD;60;20210902;80000;49596.1200000;49642.4900000;49318.3300000;49404.6200000;51
BTSX.BTC/USD;60;20210902;90000;49395.0600000;49712.8900000;49380.8600000;49484.2600000;28
BTSX.BTC/USD;60;20210902;100000;49464.2400000;50058.9100000;49437.1500000;49971.1100000;36
BTSX.BTC/USD;60;20210902;110000;49998.7800000;50380.0000000;49700.0000000;49879.2300000;83
BTSX.BTC/USD;60;20210902;120000;49850.2100000;50237.8900000;49761.8800000;50116.1700000;55
BTSX.BTC/USD;60;20210902;130000;50134.1800000;50171.5700000;49713.1000000;49848.6300000;27
BTSX.BTC/USD;60;20210902;140000;49829.1900000;50102.1100000;49748.0900000;50073.5000000;26
BTSX.BTC/USD;60;20210902;150000;50068.5700000;50178.5400000;49832.5000000;50108.2700000;65
BTSX.BTC/USD;60;20210902;160000;50108.2700000;50264.4400000;49880.1300000;50041.5600000;66
BTSX.BTC/USD;60;20210902;170000;50038.3400000;50230.8200000;49973.8500000;50159.5800000;35
BTSX.BTC/USD;60;20210902;180000;50164.4200000;50390.0000000;49410.7100000;49535.2200000;178
BTSX.BTC/USD;60;20210902;190000;49535.2200000;49783.0500000;49271.9800000;49574.2300000;238
BTSX.BTC/USD;60;20210902;200000;49544.8300000;49757.9200000;49427.2000000;49604.4500000;76
BTSX.BTC/USD;60;20210902;210000;49605.4800000;49624.7800000;49290.1700000;49547.2500000;16
BTSX.BTC/USD;60;20210902;220000;49581.8600000;49597.4300000;49208.7400000;49370.0000000;29
BTSX.BTC/USD;60;20210902;230000;49370.0000000;49464.2200000;49250.0000000;49355.8200000;27
BTSX.BTC/USD;60;20210903;0;49355.2400000;49679.9800000;49276.8500000;49561.0100000;31
BTSX.BTC/USD;60;20210903;10000;49573.9400000;49875.4400000;49535.4500000;49843.1700000;31
BTSX.BTC/USD;60;20210903;20000;49852.6000000;49852.6000000;49623.4100000;49740.2900000;9
BTSX.BTC/USD;60;20210903;30000;49721.4600000;49721.4600000;49263.5000000;49274.7900000;27
BTSX.BTC/USD;60;20210903;40000;49284.9300000;49413.4600000;48500.0000000;48611.6100000;139
BTSX.BTC/USD;60;20210903;50000;48569.0100000;48726.8700000;48351.6000000;48574.6700000;41
BTSX.BTC/USD;60;20210903;60000;48578.1200000;49023.6400000;48515.9200000;49007.2000000;47
BTSX.BTC/USD;60;20210903;70000;49014.9000000;49528.0800000;48953.9500000;49480.0300000;25
BTSX.BTC/USD;60;20210903;80000;49508.5900000;49761.6100000;49420.3300000;49729.4800000;24
BTSX.BTC/USD;60;20210903;90000;49734.5000000;49749.6900000;49420.7200000;49462.7000000;20
BTSX.BTC/USD;60;20210903;100000;49480.5400000;49616.6600000;49329.4300000;49406.4100000;37
BTSX.BTC/USD;60;20210903;110000;49406.0000000;49567.6600000;49214.3200000;49308.0300000;22
BTSX.BTC/USD;60;20210903;120000;49324.4000000;50048.4300000;49274.3200000;49999.5200000;48
BTSX.BTC/USD;60;20210903;130000;50000.0200000;50172.4200000;49840.0000000;50120.0000000;93
BTSX.BTC/USD;60;20210903;140000;50095.6400000;50530.0000000;49581.3200000;49846.8600000;109
BTSX.BTC/USD;60;20210903;150000;49865.5600000;50275.1100000;49505.4500000;50231.5700000;85
BTSX.BTC/USD;60;20210903;160000;50201.8200000;50940.0000000;49908.5300000;50677.0900000;272
BTSX.BTC/USD;60;20210903;170000;50672.5800000;50967.9500000;50568.4000000;50740.3900000;36
BTSX.BTC/USD;60;20210903;180000;50745.7900000;51050.0000000;50238.7700000;50733.1700000;98
BTSX.BTC/USD;60;20210903;190000;50709.5100000;50855.0800000;50559.4800000;50604.5600000;66
BTSX.BTC/USD;60;20210903;200000;50590.4600000;50753.5800000;50460.4100000;50488.9300000;47
BTSX.BTC/USD;60;20210903;210000;50511.3800000;50629.3900000;50339.5300000;50425.7300000;63
BTSX.BTC/USD;60;20210903;220000;50403.5400000;50577.1100000;50235.0000000;50487.8400000;48
BTSX.BTC/USD;60;20210903;230000;50487.8400000;50568.4100000;50286.7100000;50568.4100000;17
BTSX.BTC/USD;60;20210904;0;50542.0000000;50557.9200000;50030.6800000;50162.2100000;19
BTSX.BTC/USD;60;20210904;10000;50162.2100000;50259.9200000;50016.8900000;50257.2000000;22
BTSX.BTC/USD;60;20210904;20000;50257.2000000;50268.0500000;49594.0000000;49722.6900000;82
BTSX.BTC/USD;60;20210904;30000;49697.0000000;50091.7000000;49593.4600000;50025.0400000;23
BTSX.BTC/USD;60;20210904;40000;50033.5000000;50170.5900000;49702.1800000;49948.8900000;34
BTSX.BTC/USD;60;20210904;50000;49930.2800000;49930.7400000;49610.3000000;49715.0000000;35
BTSX.BTC/USD;60;20210904;60000;49695.2000000;50147.0100000;49601.5300000;50140.7500000;10
BTSX.BTC/USD;60;20210904;70000;50122.1500000;50379.7200000;50027.0600000;50298.0100000;18
BTSX.BTC/USD;60;20210904;80000;50290.2000000;50485.7400000;50225.8000000;50363.7200000;15
BTSX.BTC/USD;60;20210904;90000;50362.3300000;50381.9300000;50175.9100000;50311.8000000;18
BTSX.BTC/USD;60;20210904;100000;50287.6300000;50368.7100000;50197.6800000;50368.7100000;16
BTSX.BTC/USD;60;20210904;110000;50355.5700000;50471.2300000;50147.9300000;50225.3200000;13
BTSX.BTC/USD;60;20210904;120000;50180.1900000;50253.8100000;49975.4400000;50133.0800000;15
BTSX.BTC/USD;60;20210904;130000;50108.9900000;50473.5900000;50070.8000000;50455.6900000;11
BTSX.BTC/USD;60;20210904;140000;50471.2800000;50570.9400000;49811.0900000;49820.4800000;32
BTSX.BTC/USD;60;20210904;150000;49874.6300000;50084.8400000;49727.7700000;49942.9500000;7
BTSX.BTC/USD;60;20210904;160000;49970.3400000;50343.4900000;49942.3200000;50275.4000000;16
BTSX.BTC/USD;60;20210904;170000;50284.1100000;50314.9700000;50115.1600000;50238.2600000;19
BTSX.BTC/USD;60;20210904;180000;50233.7800000;50236.9000000;49856.5700000;50005.1700000;19
BTSX.BTC/USD;60;20210904;190000;50005.1700000;50162.1100000;49771.3400000;49906.3800000;24
BTSX.BTC/USD;60;20210904;200000;49906.3800000;50087.2600000;49729.3600000;49851.9700000;41
BTSX.BTC/USD;60;20210904;210000;49846.4300000;50002.7400000;49388.2600000;49998.9500000;127
BTSX.BTC/USD;60;20210904;220000;49986.6400000;50058.5500000;49881.5800000;49924.9400000;4
BTSX.BTC/USD;60;20210904;230000;49916.3400000;50028.9200000;49675.0000000;50023.2600000;43
BTSX.BTC/USD;60;20210905;0;50023.2600000;50262.0000000;49989.8400000;50194.4100000;32
BTSX.BTC/USD;60;20210905;10000;50219.9300000;50269.1900000;50113.8100000;50236.5400000;18
BTSX.BTC/USD;60;20210905;20000;50246.6500000;50306.5300000;49867.9700000;49911.8100000;12
BTSX.BTC/USD;60;20210905;30000;49882.1500000;50064.9900000;49769.1500000;49943.1600000;23
BTSX.BTC/USD;60;20210905;40000;49965.3200000;50268.8800000;49822.3900000;50177.2000000;14
BTSX.BTC/USD;60;20210905;50000;50200.0000000;50219.1700000;49960.8200000;50119.2300000;22
BTSX.BTC/USD;60;20210905;60000;50142.9300000;50340.4000000;50096.2500000;50122.8100000;12
BTSX.BTC/USD;60;20210905;70000;50151.3400000;50171.4500000;49699.1000000;49724.3500000;39
BTSX.BTC/USD;60;20210905;80000;49685.9700000;49906.8500000;49675.0000000;49868.4400000;13
BTSX.BTC/USD;60;20210905;90000;49868.4400000;49880.9200000;49615.1000000;49728.4300000;17
BTSX.BTC/USD;60;20210905;100000;49703.4000000;49924.0000000;49500.0000000;49901.7200000;16
BTSX.BTC/USD;60;20210905;110000;49908.3400000;50084.5000000;49829.2500000;49894.2700000;23
BTSX.BTC/USD;60;20210905;120000;49896.7200000;50211.1000000;49842.4000000;50174.4500000;24
BTSX.BTC/USD;60;20210905;130000;50210.4900000;50247.1000000;50070.9800000;50189.5700000;41
BTSX.BTC/USD;60;20210905;140000;50181.4200000;50289.1700000;49988.8400000;50030.2400000;30
BTSX.BTC/USD;60;20210905;150000;50037.9100000;50419.8700000;49920.0000000;50237.5700000;31
BTSX.BTC/USD;60;20210905;160000;50257.5000000;50290.0900000;50030.3500000;50130.0800000;26
BTSX.BTC/USD;60;20210905;170000;50169.3500000;50294.2400000;50054.6800000;50220.8200000;35
BTSX.BTC/USD;60;20210905;180000;50226.5600000;50520.0400000;50166.4200000;50278.5100000;33
BTSX.BTC/USD;60;20210905;190000;50258.4300000;50401.2600000;50100.0000000;50251.3600000;19
BTSX.BTC/USD;60;20210905;200000;50255.8100000;50454.3600000;50148.9300000;50409.1000000;16
BTSX.BTC/USD;60;20210905;210000;50414.9900000;50488.8400000;50305.9900000;50341.8400000;8
BTSX.BTC/USD;60;20210905;220000;50356.3200000;50466.4500000;50264.2900000;50392.7600000;10
BTSX.BTC/USD;60;20210905;230000;50399.2600000;50900.0000000;50388.3700000;50722.1300000;61
BTSX.BTC/USD;60;20210906;0;50729.5200000;51721.0000000;50658.5300000;51683.8000000;125
BTSX.BTC/USD;60;20210906;10000;51703.1400000;51863.2000000;51481.6400000;51751.7500000;71
BTSX.BTC/USD;60;20210906;20000;51749.1000000;51900.0000000;51620.7800000;51843.6500000;22
BTSX.BTC/USD;60;20210906;30000;51856.6000000;51898.4900000;51647.2100000;51809.2800000;19
BTSX.BTC/USD;60;20210906;40000;51809.2800000;51920.0000000;51512.3300000;51767.1200000;86
BTSX.BTC/USD;60;20210906;50000;51785.7800000;51988.4200000;51704.2100000;51867.8100000;38
BTSX.BTC/USD;60;20210906;60000;51835.8900000;51894.8900000;51678.2500000;51747.2900000;66
BTSX.BTC/USD;60;20210906;70000;51705.7900000;51802.3400000;51460.0000000;51615.3600000;79
BTSX.BTC/USD;60;20210906;80000;51645.5600000;51755.0200000;51601.5400000;51729.9200000;20
BTSX.BTC/USD;60;20210906;90000;51718.8700000;51807.5200000;51634.0500000;51790.0000000;28
BTSX.BTC/USD;60;20210906;100000;51790.0000000;51938.6000000;51754.7000000;51885.0000000;63
BTSX.BTC/USD;60;20210906;110000;51885.0000000;52030.0000000;51718.6000000;51821.0900000;71
BTSX.BTC/USD;60;20210906;120000;51833.6900000;51833.6900000;51665.3700000;51712.7800000;25
BTSX.BTC/USD;60;20210906;130000;51709.6400000;51904.9900000;51667.8300000;51870.4000000;15
BTSX.BTC/USD;60;20210906;140000;51858.8600000;51867.9900000;51740.3100000;51839.6400000;20
BTSX.BTC/USD;60;20210906;150000;51804.4400000;52230.3400000;51282.2600000;51401.3500000;153
BTSX.BTC/USD;60;20210906;160000;51385.0900000;51561.2100000;51024.3200000;51384.3900000;170
BTSX.BTC/USD;60;20210906;170000;51360.2800000;51518.1300000;51177.2400000;51506.7900000;60
BTSX.BTC/USD;60;20210906;180000;51461.8800000;51745.0000000;51438.4600000;51732.0700000;74
BTSX.BTC/USD;60;20210906;190000;51730.9700000;51745.0000000;51568.7400000;51635.0500000;46
BTSX.BTC/USD;60;20210906;200000;51631.8900000;51782.2900000;51504.7300000;51568.5000000;20
BTSX.BTC/USD;60;20210906;210000;51576.6300000;51725.1400000;51560.1000000;51695.4600000;19
BTSX.BTC/USD;60;20210906;220000;51702.8700000;51901.0000000;51624.2000000;51875.3200000;21
BTSX.BTC/USD;60;20210906;230000;51878.8200000;52090.8800000;51707.3400000;51750.0000000;32
BTSX.BTC/USD;60;20210907;0;51750.0000000;51986.3900000;51663.4700000;51943.2800000;16
BTSX.BTC/USD;60;20210907;10000;51943.2800000;52180.4600000;51863.9700000;52102.4500000;43
BTSX.BTC/USD;60;20210907;20000;52122.0500000;52658.5200000;52109.3900000;52608.1900000;111
BTSX.BTC/USD;60;20210907;30000;52636.0500000;52810.0000000;52385.5200000;52708.2000000;54
BTSX.BTC/USD;60;20210907;40000;52719.4300000;52796.1700000;52407.6000000;52542.4100000;49
BTSX.BTC/USD;60;20210907;50000;52517.5600000;52723.7100000;52467.0900000;52537.8200000;25
BTSX.BTC/USD;60;20210907;60000;52531.8400000;52883.1400000;52531.8400000;52721.5000000;30
BTSX.BTC/USD;60;20210907;70000;52734.2600000;52956.4700000;52644.5200000;52684.0000000;46
BTSX.BTC/USD;60;20210907;80000;52646.5400000;52708.2500000;52508.5500000;52557.1300000;42
BTSX.BTC/USD;60;20210907;90000;52556.0300000;52776.0300000;52415.1200000;52679.8800000;62
BTSX.BTC/USD;60;20210907;100000;52699.2500000;52699.2500000;52352.0000000;52352.0000000;23
BTSX.BTC/USD;60;20210907;110000;52370.6100000;52482.6000000;52063.7000000;52369.1800000;57
BTSX.BTC/USD;60;20210907;120000;52378.2200000;52381.6700000;51149.2700000;51216.5500000;372
BTSX.BTC/USD;60;20210907;130000;51198.6000000;51464.7900000;50516.6500000;50854.0100000;229
BTSX.BTC/USD;60;20210907;140000;50830.2500000;51256.3400000;50819.3600000;51162.8700000;94
BTSX.BTC/USD;60;20210907;150000;51122.7400000;51216.3500000;50956.2700000;50956.2700000;33
BTSX.BTC/USD;60;20210907;160000;50946.5300000;51140.7100000;50661.0400000;50992.9300000;40
BTSX.BTC/USD;60;20210907;170000;50999.7800000;51092.4900000;50585.0000000;50622.0500000;154
BTSX.BTC/USD;60;20210907;180000;50573.8000000;50788.4000000;47352.0000000;47459.4200000;624
BTSX.BTC/USD;60;20210907;190000;47423.9000000;48030.4900000;42900.0100000;46752.1800000;1424
BTSX.BTC/USD;60;20210907;200000;46712.1200000;47637.2000000;46432.8500000;47504.0500000;444
BTSX.BTC/USD;60;20210907;210000;47517.7300000;47618.1200000;46656.1300000;46659.7800000;236
BTSX.BTC/USD;60;20210907;220000;46655.1100000;47427.9600000;46011.0100000;46992.7500000;250
BTSX.BTC/USD;60;20210907;230000;46993.3900000;47317.7100000;46580.0000000;46693.9000000;241
BTSX.BTC/USD;60;20210908;0;46700.0000000;47187.7300000;46310.0000000;46859.1000000;205
BTSX.BTC/USD;60;20210908;10000;46832.8300000;46991.7000000;46110.0000000;46574.3000000;93
BTSX.BTC/USD;60;20210908;20000;46544.0100000;47029.2800000;46351.5400000;46840.7600000;276
BTSX.BTC/USD;60;20210908;30000;46839.7900000;47219.0400000;46494.5000000;46866.8200000;197
BTSX.BTC/USD;60;20210908;40000;46894.3000000;47142.2700000;46464.0000000;47058.3800000;90
BTSX.BTC/USD;60;20210908;50000;47086.8800000;47221.1200000;46751.2400000;47213.9000000;125
BTSX.BTC/USD;60;20210908;60000;47164.1600000;47386.7200000;47070.9600000;47090.7300000;97
BTSX.BTC/USD;60;20210908;70000;47096.5700000;47172.7700000;46269.1600000;46479.6100000;65
BTSX.BTC/USD;60;20210908;80000;46483.7300000;46848.7300000;46333.0000000;46424.8800000;39
BTSX.BTC/USD;60;20210908;90000;46472.0000000;46715.6500000;46024.9700000;46058.9200000;106
BTSX.BTC/USD;60;20210908;100000;46130.9800000;46411.2200000;45017.6900000;45162.3600000;330
BTSX.BTC/USD;60;20210908;110000;45233.9700000;45555.7600000;45039.3100000;45062.7600000;92
BTSX.BTC/USD;60;20210908;120000;45062.8800000;46044.6300000;44436.9300000;46021.3400000;279
BTSX.BTC/USD;60;20210908;130000;45979.6600000;46311.7100000;45760.0000000;46281.1300000;112
BTSX.BTC/USD;60;20210908;140000;46280.0700000;46585.2900000;45835.0000000;46473.0500000;119
BTSX.BTC/USD;60;20210908;150000;46462.3400000;46810.2900000;46370.0000000;46436.2600000;149
BTSX.BTC/USD;60;20210908;160000;46469.5900000;46681.3200000;46155.3500000;46280.8100000;103
BTSX.BTC/USD;60;20210908;170000;46330.2700000;46871.8900000;45677.4900000;46294.3200000;147
BTSX.BTC/USD;60;20210908;180000;46362.8700000;46378.7100000;45675.0000000;45860.4900000;92
BTSX.BTC/USD;60;20210908;190000;45831.5400000;46426.3200000;45787.7700000;46044.7800000;91
BTSX.BTC/USD;60;20210908;200000;46079.4900000;46547.0300000;45852.8500000;46458.9500000;23
BTSX.BTC/USD;60;20210908;210000;46449.2900000;46458.7800000;46017.0600000;46235.2600000;59
BTSX.BTC/USD;60;20210908;220000;46232.7500000;46520.2500000;46111.8600000;46520.2500000;33
BTSX.BTC/USD;60;20210908;230000;46524.0000000;46536.4700000;46253.8200000;46466.5200000;68
BTSX.BTC/USD;60;20210909;0;46466.5200000;46470.5000000;45842.1100000;46062.3300000;96
BTSX.BTC/USD;60;20210909;10000;46064.0200000;46298.5300000;45951.3500000;46063.4200000;99
BTSX.BTC/USD;60;20210909;20000;46040.6700000;46805.7600000;45997.5900000;46615.4800000;101
BTSX.BTC/USD;60;20210909;30000;46612.9900000;46700.4700000;45980.6900000;46091.9400000;73
BTSX.BTC/USD;60;20210909;40000;46070.4300000;46369.4200000;45875.7000000;46369.4200000;104
BTSX.BTC/USD;60;20210909;50000;46315.9900000;46332.3500000;45913.7000000;46125.7700000;107
BTSX.BTC/USD;60;20210909;60000;46137.2000000;46285.0600000;45719.6600000;45746.2700000;60
BTSX.BTC/USD;60;20210909;70000;45790.3700000;46082.7500000;45550.0000000;46020.5700000;42
BTSX.BTC/USD;60;20210909;80000;45976.7800000;46324.6200000;45935.8800000;46172.9200000;36
BTSX.BTC/USD;60;20210909;90000;46156.0500000;46351.9200000;46060.0000000;46321.1300000;40
BTSX.BTC/USD;60;20210909;100000;46300.0000000;46401.8700000;46039.1900000;46195.3500000;75
BTSX.BTC/USD;60;20210909;110000;46134.5100000;46323.0100000;45900.0000000;46299.3800000;64
BTSX.BTC/USD;60;20210909;120000;46289.9800000;46562.5600000;46181.3700000;46300.1700000;84
BTSX.BTC/USD;60;20210909;130000;46300.7700000;46430.4000000;46135.0000000;46181.9900000;61
BTSX.BTC/USD;60;20210909;140000;46164.9600000;46209.0700000;45920.0800000;46181.3700000;37
BTSX.BTC/USD;60;20210909;150000;46160.0000000;46459.0300000;46101.6500000;46302.7900000;157
BTSX.BTC/USD;60;20210909;160000;46362.1000000;46782.8100000;45631.7300000;46671.3000000;223
BTSX.BTC/USD;60;20210909;170000;46696.6500000;47257.3000000;46669.2900000;46924.1300000;434
BTSX.BTC/USD;60;20210909;180000;46913.7700000;47199.0000000;46913.7700000;46944.8800000;42
BTSX.BTC/USD;60;20210909;190000;46998.0700000;47086.8200000;46734.3700000;47014.1600000;36
BTSX.BTC/USD;60;20210909;200000;47041.0900000;47419.9500000;46853.7200000;47214.6100000;80
BTSX.BTC/USD;60;20210909;210000;47232.0200000;47274.6100000;46767.8900000;46780.7000000;82
BTSX.BTC/USD;60;20210909;220000;46780.3800000;46838.8700000;46480.1600000;46644.6300000;55
BTSX.BTC/USD;60;20210909;230000;46653.8700000;46728.4600000;46492.1700000;46582.7700000;24
BTSX.BTC/USD;60;20210910;0;46593.8000000;46657.5100000;46085.0000000;46278.2600000;40
BTSX.BTC/USD;60;20210910;10000;46250.6000000;46500.3200000;46229.0300000;46500.3200000;41
BTSX.BTC/USD;60;20210910;20000;46479.9100000;46575.4300000;46263.5900000;46525.3500000;32
BTSX.BTC/USD;60;20210910;30000;46514.4200000;46664.6200000;46310.0000000;46392.8100000;34
BTSX.BTC/USD;60;20210910;40000;46368.1100000;46710.4300000;46299.3700000;46618.0400000;37
BTSX.BTC/USD;60;20210910;50000;46597.2900000;47029.0800000;46578.7100000;46911.0700000;99
BTSX.BTC/USD;60;20210910;60000;46915.8500000;46951.3100000;46691.0200000;46692.7400000;17
BTSX.BTC/USD;60;20210910;70000;46690.9400000;46750.5700000;46469.4300000;46704.8000000;20
BTSX.BTC/USD;60;20210910;80000;46736.4100000;46821.1600000;46556.0400000;46590.3700000;26
BTSX.BTC/USD;60;20210910;90000;46552.3300000;46774.3200000;46333.0000000;46698.0400000;49
BTSX.BTC/USD;60;20210910;100000;46698.0400000;46724.5000000;46364.8800000;46407.1800000;20
BTSX.BTC/USD;60;20210910;110000;46381.0000000;46488.8500000;45901.0000000;46157.1300000;50
BTSX.BTC/USD;60;20210910;120000;46182.0200000;46366.6800000;45600.2200000;45989.3800000;143
BTSX.BTC/USD;60;20210910;130000;46020.0600000;46339.5600000;45750.0000000;46232.9300000;80
BTSX.BTC/USD;60;20210910;140000;46217.5100000;46389.1400000;46125.7300000;46243.9600000;86
BTSX.BTC/USD;60;20210910;150000;46228.1700000;46381.0000000;45960.0000000;46348.5000000;32
BTSX.BTC/USD;60;20210910;160000;46352.7000000;46488.8500000;45844.3600000;45932.6800000;70
BTSX.BTC/USD;60;20210910;170000;45916.4100000;46240.9000000;45625.0000000;45851.2700000;57
BTSX.BTC/USD;60;20210910;180000;45847.2000000;46056.2100000;44878.9900000;45085.1900000;333
BTSX.BTC/USD;60;20210910;190000;45133.0000000;45646.0800000;44738.2800000;45426.5100000;91
BTSX.BTC/USD;60;20210910;200000;45415.3300000;45558.0100000;45321.3100000;45489.8900000;36
BTSX.BTC/USD;60;20210910;210000;45489.8900000;45716.0000000;45392.6600000;45716.0000000;19
BTSX.BTC/USD;60;20210910;220000;45734.2800000;45839.4000000;45643.8500000;45723.7800000;42
BTSX.BTC/USD;60;20210910;230000;45722.9400000;45747.4400000;45500.0000000;45645.3900000;38
BTSX.BTC/USD;60;20210911;0;45656.3000000;45836.2400000;45017.3600000;45073.0100000;77
BTSX.BTC/USD;60;20210911;10000;45050.9200000;45274.1500000;44125.0000000;44589.2600000;309
BTSX.BTC/USD;60;20210911;20000;44589.2600000;44885.0000000;44350.0000000;44479.6200000;22
BTSX.BTC/USD;60;20210911;30000;44426.7800000;44879.7100000;44250.0000000;44857.3800000;10
BTSX.BTC/USD;60;20210911;40000;44858.2000000;45262.3700000;44767.7500000;45219.5900000;42
BTSX.BTC/USD;60;20210911;50000;45210.9900000;45500.1600000;45176.6900000;45365.7600000;32
BTSX.BTC/USD;60;20210911;60000;45380.8200000;45468.5400000;45150.0000000;45270.1300000;38
BTSX.BTC/USD;60;20210911;70000;45292.1800000;45313.7300000;44869.2800000;45182.7300000;14
BTSX.BTC/USD;60;20210911;80000;45198.9500000;45467.2200000;45144.4400000;45302.1400000;12
BTSX.BTC/USD;60;20210911;90000;45324.6900000;45371.6000000;45018.3200000;45345.3200000;12
BTSX.BTC/USD;60;20210911;100000;45353.2100000;45444.2000000;45196.9000000;45277.2400000;10
BTSX.BTC/USD;60;20210911;110000;45280.0000000;45280.0000000;44791.9700000;44961.0400000;52
BTSX.BTC/USD;60;20210911;120000;45026.5800000;45197.1700000;44850.0000000;45127.4000000;16
BTSX.BTC/USD;60;20210911;130000;45143.3100000;45502.1400000;44969.9200000;45484.3200000;17
BTSX.BTC/USD;60;20210911;140000;45480.3900000;45721.8800000;45445.2600000;45679.5000000;34
BTSX.BTC/USD;60;20210911;150000;45671.9500000;45685.6400000;45497.3000000;45577.5600000;30
BTSX.BTC/USD;60;20210911;160000;45605.0300000;45769.4100000;45456.2000000;45590.3800000;34
BTSX.BTC/USD;60;20210911;170000;45573.6100000;45657.6000000;45399.4100000;45611.3600000;16
BTSX.BTC/USD;60;20210911;180000;45646.0600000;45781.0000000;45542.4900000;45689.2600000;16
BTSX.BTC/USD;60;20210911;190000;45714.5500000;45719.0400000;45519.0300000;45590.6800000;8
BTSX.BTC/USD;60;20210911;200000;45598.9400000;45993.3200000;45439.8500000;45906.6400000;39
BTSX.BTC/USD;60;20210911;210000;45890.6500000;45907.1400000;45633.6300000;45653.4100000;2
BTSX.BTC/USD;60;20210911;220000;45653.4100000;45689.6800000;45513.3600000;45655.1500000;13
BTSX.BTC/USD;60;20210911;230000;45656.4500000;45713.9400000;45279.1200000;45373.6900000;133
BTSX.BTC/USD;60;20210912;0;45334.7000000;45446.9500000;45135.4900000;45316.2800000;20
BTSX.BTC/USD;60;20210912;10000;45301.9100000;45458.3700000;45284.6600000;45410.0000000;13
BTSX.BTC/USD;60;20210912;20000;45390.6500000;45390.6500000;45025.7000000;45096.4300000;16
BTSX.BTC/USD;60;20210912;30000;45062.0000000;45237.5000000;44988.0400000;45176.6600000;21
BTSX.BTC/USD;60;20210912;40000;45162.9600000;45308.0900000;44792.6200000;44987.1000000;18
BTSX.BTC/USD;60;20210912;50000;44967.2500000;45027.3300000;44752.9600000;44940.2600000;27
BTSX.BTC/USD;60;20210912;60000;44951.7100000;45308.4900000;44930.0800000;45308.4900000;6
BTSX.BTC/USD;60;20210912;70000;45297.7400000;45362.8900000;45220.0000000;45340.3200000;15
BTSX.BTC/USD;60;20210912;80000;45350.9700000;45506.2200000;45257.5000000;45368.8500000;12
BTSX.BTC/USD;60;20210912;90000;45351.8100000;45502.5000000;45275.9200000;45379.7800000;13
BTSX.BTC/USD;60;20210912;100000;45403.9100000;45460.4200000;45150.0000000;45172.7400000;9
BTSX.BTC/USD;60;20210912;110000;45185.3500000;45415.9300000;45065.3600000;45380.6000000;12
BTSX.BTC/USD;60;20210912;120000;45358.8200000;46174.5400000;45320.0700000;46120.2200000;183
BTSX.BTC/USD;60;20210912;130000;46155.2500000;46208.0600000;45884.7800000;45894.2800000;28
BTSX.BTC/USD;60;20210912;140000;45894.2800000;45996.8000000;45760.0000000;45956.3900000;13
BTSX.BTC/USD;60;20210912;150000;45984.7000000;46098.8300000;45900.0000000;46078.0000000;7
BTSX.BTC/USD;60;20210912;160000;46119.0000000;46176.6400000;45969.5100000;46018.0100000;36
BTSX.BTC/USD;60;20210912;170000;46017.6600000;46278.3800000;45763.2600000;45952.7300000;16
BTSX.BTC/USD;60;20210912;180000;45962.2300000;46044.8800000;45865.4800000;45894.8700000;10
BTSX.BTC/USD;60;20210912;190000;45896.1000000;45981.9100000;45760.0000000;45921.0000000;5
